id,name,gender,year_of_birth,year_of_death,city_of_birth,state_of_birth,city_of_death,state_of_death,url
200,"Gale, William",M,1823,1909,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-gale-200
201,"Gardner, Daniel",M,1750,1805,Kendal,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/daniel-gardner-201
202,"Garrard, George",M,1760,1826,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/george-garrard-202
203,"Garstin, Norman",M,1847,1926,Clare,Éire,Penzance,United Kingdom,http://www.tate.org.uk/art/artists/norman-garstin-203
204,"Gastineau, Henry",M,1791,1876,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-gastineau-204
205,"Geddes, Andrew",M,1783,1844,Edinburgh,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/andrew-geddes-205
206,"Gheeraerts, Marcus, II",M,1561,1636,Brugge,België,London,United Kingdom,http://www.tate.org.uk/art/artists/marcus-gheeraerts-ii-206
207,"Gibson, John",M,1790,1866,Wales,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-gibson-207
208,"Gilbert, Sir Alfred",M,1854,1934,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-alfred-gilbert-208
209,"Gilbert, Sir John",M,1817,1897,Blackheath,United Kingdom,Blackheath,United Kingdom,http://www.tate.org.uk/art/artists/sir-john-gilbert-209
210,"Gill, Charles",M,1742,1829,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-gill-210
211,"Girtin, Thomas",M,1775,1802,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/thomas-girtin-211
212,"Glover, John",M,1767,1849,Leicestershire,United Kingdom,Launceston,Australia,http://www.tate.org.uk/art/artists/john-glover-212
213,"Good, Thomas Sword",M,1789,1872,Berwick-upon-Tweed,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-sword-good-213
214,"Goodall, Frederick",M,1822,1904,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/frederick-goodall-214
215,"Goodwin, Albert",M,1845,1932,England,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/albert-goodwin-215
216,"Gordon, Sir John Watson",M,1788,1864,Edinburgh,United Kingdom,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/sir-john-watson-gordon-216
217,"Gotch, Thomas Cooper",M,1854,1931,Kettering,United Kingdom,Newlyn,United Kingdom,http://www.tate.org.uk/art/artists/thomas-cooper-gotch-217
218,"Gow, Andrew Carrick",M,1848,1920,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/andrew-carrick-gow-218
219,"Gow, Mary",F,1851,1929,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/mary-gow-219
220,"Gower, George",M,1540,1596,Unknown,Unknown,London,United Kingdom,http://www.tate.org.uk/art/artists/george-gower-220
221,"Graham, Peter",M,1836,1921,Edinburgh,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-graham-221
222,"Greaves, Walter",M,1846,1930,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/walter-greaves-222
223,"Gregory, Edward John",M,1850,1909,Southampton,United Kingdom,Marlow,United Kingdom,http://www.tate.org.uk/art/artists/edward-john-gregory-223
224,"Griffier, Jan, I",M,1645,1718,Amsterdam,Nederland,London,United Kingdom,http://www.tate.org.uk/art/artists/jan-griffier-i-224
225,"Griffiths, John",M,1838,1918,Unknown,Unknown,Warwickshire,United Kingdom,http://www.tate.org.uk/art/artists/john-griffiths-225
226,"Grimm, Samuel Hieronymous",M,1733,1794,Burgdorf,Schweiz,London,United Kingdom,http://www.tate.org.uk/art/artists/samuel-hieronymous-grimm-226
227,"Grimshaw, Atkinson",M,1836,1893,Leeds,United Kingdom,Leeds,United Kingdom,http://www.tate.org.uk/art/artists/atkinson-grimshaw-227
228,"Guthrie, Sir James",M,1859,1930,Greenock,United Kingdom,Dunbarton,United Kingdom,http://www.tate.org.uk/art/artists/sir-james-guthrie-228
229,"Hacker, Arthur",M,1858,1919,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/arthur-hacker-229
230,"Haden, Sir Francis Seymour",M,1818,1910,London,United Kingdom,Hampshire,United Kingdom,http://www.tate.org.uk/art/artists/sir-francis-seymour-haden-230
231,"Haghe, Louis",M,1806,1885,Tournai,België,London,United Kingdom,http://www.tate.org.uk/art/artists/louis-haghe-231
232,"Hall, Harry",M,1813,1882,Cambridge,United Kingdom,Newmarket,United Kingdom,http://www.tate.org.uk/art/artists/harry-hall-232
233,"Halswelle, Keeley",M,1832,1891,Surrey,United Kingdom,Paris,France,http://www.tate.org.uk/art/artists/keeley-halswelle-233
234,"Hamilton, Gavin",M,1723,1798,Scotland,United Kingdom,Roma,Italia,http://www.tate.org.uk/art/artists/gavin-hamilton-234
235,"Hamilton, James",M,1640,1720,Scotland,United Kingdom,Bruxelles,België,http://www.tate.org.uk/art/artists/james-hamilton-235
236,"Hancock, Charles",M,1795,1868,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-hancock-236
237,"Hand, Thomas",M,1790,1804,Unknown,Unknown,England,United Kingdom,http://www.tate.org.uk/art/artists/thomas-hand-237
238,"Harding, James Duffield",M,1797,1863,Deptford,United Kingdom,Barnes,United Kingdom,http://www.tate.org.uk/art/artists/james-duffield-harding-238
239,"Hart, James Turpin",M,1835,1899,Nottingham,United Kingdom,Nottingham,United Kingdom,http://www.tate.org.uk/art/artists/james-turpin-hart-239
240,"Hart, Solomon Alexander",M,1806,1881,Plymouth,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/solomon-alexander-hart-240
241,"Hatherell, William",M,1855,1928,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/william-hatherell-241
242,"Havell, William",M,1782,1857,Reading,United Kingdom,Kensington,United Kingdom,http://www.tate.org.uk/art/artists/william-havell-242
243,"Haydon, Benjamin Robert",M,1786,1846,Plymouth,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/benjamin-robert-haydon-243
244,"Hayes, Edwin",M,1819,1904,Bristol,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/edwin-hayes-244
245,"Hayman, Francis",M,1708,1776,Unknown,Unknown,London,United Kingdom,http://www.tate.org.uk/art/artists/francis-hayman-245
246,"Haynes-Williams, John",M,1836,1908,Worcester,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-haynes-williams-246
247,"Hearne, Thomas",M,1744,1817,England,United Kingdom,London,Unknown,http://www.tate.org.uk/art/artists/thomas-hearne-247
248,"Hemy, Charles Napier",M,1841,1917,Newcastle upon Tyne,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-napier-hemy-248
249,"Henderson, Charles Cooper",M,1803,1877,Chertsey,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-cooper-henderson-249
250,"Herbert, J.G.S.",M,1862,1862,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/jgs-herbert-250
251,"Herbert, John Rogers",M,1810,1890,Maldon,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/john-rogers-herbert-251
252,"Herring, John Frederick",M,1795,1865,Surrey,United Kingdom,Meopham,United Kingdom,http://www.tate.org.uk/art/artists/john-frederick-herring-252
253,"Herring, John Frederick, Junior",M,1816,1907,Doncaster,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-frederick-herring-junior-253
254,"Hickey, Thomas",M,1741,1824,Dublin,Éire,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-hickey-254
255,"Hicks, George Elgar",M,1824,1914,Lymington,United Kingdom,Odiham,United Kingdom,http://www.tate.org.uk/art/artists/george-elgar-hicks-255
256,"Highmore, Joseph",M,1692,1780,London,United Kingdom,Canterbury,United Kingdom,http://www.tate.org.uk/art/artists/joseph-highmore-256
257,"Hilditch, Richard H.",M,1804,1873,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-h-hilditch-257
258,"Hill, John",M,1780,1841,London,United Kingdom,Clarksville,United States,http://www.tate.org.uk/art/artists/john-hill-258
259,"Hilliard, Nicholas",M,1547,1619,Exeter,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/nicholas-hilliard-259
260,"Hills, Robert",M,1769,1844,Islington,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/robert-hills-260
261,"Hilton, William, the Younger",M,1786,1839,Lincoln,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/william-hilton-the-younger-261
262,"Hoare, William",M,1707,1792,Eye,United Kingdom,Bath,United Kingdom,http://www.tate.org.uk/art/artists/william-hoare-262
263,"Hodges, William",M,1744,1797,London,United Kingdom,Brixham,United Kingdom,http://www.tate.org.uk/art/artists/william-hodges-263
264,"Hofland, Thomas Christopher",M,1777,1843,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-christopher-hofland-264
265,"Hogarth, William",M,1697,1764,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/william-hogarth-265
266,"Holbein, Hans, the Younger",M,1497,1543,Augsburg,Deutschland,London,United Kingdom,http://www.tate.org.uk/art/artists/hans-holbein-the-younger-266
267,"Holl, Frank",M,1845,1888,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/frank-holl-267
268,"Holland, James",M,1799,1870,Staffordshire,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/james-holland-268
269,"Holloway, Charles Edward",M,1838,1897,Christchurch,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/charles-edward-holloway-269
270,"Holman, Francis",M,1767,1790,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/francis-holman-270
271,"Holmes, Sir Richard Rivington",M,1835,1911,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-richard-rivington-holmes-271
272,"Holworthy, James",M,1781,1841,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-holworthy-272
273,"Hone, Nathaniel",M,1718,1784,Dublin,Éire,London,United Kingdom,http://www.tate.org.uk/art/artists/nathaniel-hone-273
274,"Hone, Nathaniel",M,1831,1917,Dublin,Éire,Dublin,Éire,http://www.tate.org.uk/art/artists/nathaniel-hone-274
275,"Hook, James Clarke",M,1819,1907,London,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-clarke-hook-275
276,"Hoppner, John",M,1758,1810,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/john-hoppner-276
277,"Horsley, John Callcott",M,1817,1903,London,United Kingdom,Cranbrook,United Kingdom,http://www.tate.org.uk/art/artists/john-callcott-horsley-277
278,"Houghton, Arthur Boyd",M,1836,1875,Kotagiri,Bharat,London,United Kingdom,http://www.tate.org.uk/art/artists/arthur-boyd-houghton-278
279,"Howard, Henry",M,1769,1847,London,United Kingdom,Oxford,United Kingdom,http://www.tate.org.uk/art/artists/henry-howard-279
280,"Howitt, Samuel",M,1756,1822,Unknown,Unknown,London,United Kingdom,http://www.tate.org.uk/art/artists/samuel-howitt-280
281,"Hudson, Thomas",M,1701,1779,Devon,United Kingdom,Twickenham,United Kingdom,http://www.tate.org.uk/art/artists/thomas-hudson-281
282,"Huggins, William",M,1820,1884,Liverpool,United Kingdom,Cheshire,United Kingdom,http://www.tate.org.uk/art/artists/william-huggins-282
283,"Hughes, Arthur",M,1832,1915,London,United Kingdom,Kew,United Kingdom,http://www.tate.org.uk/art/artists/arthur-hughes-283
284,"Humphry, Ozias",M,1742,1810,Honiton,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/ozias-humphry-284
285,"Hunt, Alfred William",M,1830,1896,Liverpool,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/alfred-william-hunt-285
286,"Hunt, William Henry",M,1790,1864,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/william-henry-hunt-286
287,"Hunt, William Holman",M,1827,1910,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/william-holman-hunt-287
288,"Hunter, Colin",M,1841,1904,Glasgow,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/colin-hunter-288
289,"Hurlstone, Frederick Yeates",M,1800,1869,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/frederick-yeates-hurlstone-289
290,"Huskisson, Robert",M,1820,1861,Nottinghamshire,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-huskisson-290
291,"Huysmans, Jacob",M,1630,1696,Antwerpen,België,London,United Kingdom,http://www.tate.org.uk/art/artists/jacob-huysmans-291
292,"Ibbetson, Julius Caesar",M,1759,1817,Farnley,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/julius-caesar-ibbetson-292
293,"Inchbold, John William",M,1830,1888,Leeds,United Kingdom,Leeds,United Kingdom,http://www.tate.org.uk/art/artists/john-william-inchbold-293
294,"Jackson, Gilbert",M,1621,1642,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/gilbert-jackson-294
295,"Jackson, John",M,1778,1831,North Yorkshire,United Kingdom,Saint John's Wood,United Kingdom,http://www.tate.org.uk/art/artists/john-jackson-295
296,"Jennings, William George",M,1763,1854,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-george-jennings-296
297,"Johnson, Cornelius",M,1593,1661,London,United Kingdom,Utrecht,Nederland,http://www.tate.org.uk/art/artists/cornelius-johnson-297
298,"Johnson, Charles Edward",M,1832,1913,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-edward-johnson-298
299,"Johnson, James",M,1803,1834,Bristol,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-johnson-299
300,"Jones, George",M,1786,1869,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/george-jones-300
301,"Jones, Thomas",M,1742,1803,Powys,United Kingdom,Powys,United Kingdom,http://www.tate.org.uk/art/artists/thomas-jones-301
302,"Joseph, Samuel",M,1790,1850,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/samuel-joseph-302
303,"Kauffman, Angelica",F,1741,1807,Chur,Schweiz,Roma,Italia,http://www.tate.org.uk/art/artists/angelica-kauffman-303
304,"Keene, Charles Samuel",M,1823,1891,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/charles-samuel-keene-304
305,"Keirincx, Alexander",M,1600,1652,Antwerpen,België,Amsterdam,Nederland,http://www.tate.org.uk/art/artists/alexander-keirincx-305
306,"Kennington, Thomas Benjamin",M,1856,1916,Grimsby,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/thomas-benjamin-kennington-306
307,"Kerr, Charles Henry Malcolm",M,1858,1907,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-henry-malcolm-kerr-307
308,"Kettle, Tilly",M,1734,1786,Exeter,United States,Suriyah,Unknown,http://www.tate.org.uk/art/artists/tilly-kettle-308
309,"King, John Henry Yeend",M,1855,1924,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/john-henry-yeend-king-309
310,"Kneller, Sir Godfrey",M,1646,1723,Lübeck,Deutschland,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-godfrey-kneller-310
311,"Knight, Charles Parsons",M,1829,1897,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-parsons-knight-311
312,"Knight, John William Buxton",M,1842,1908,Sevenoaks,United Kingdom,Dover,United Kingdom,http://www.tate.org.uk/art/artists/john-william-buxton-knight-312
313,"Knight, John Baverstock",M,1785,1859,Dorset,United Kingdom,Dorset,United Kingdom,http://www.tate.org.uk/art/artists/john-baverstock-knight-313
314,"Knight, John Prescott",M,1803,1881,Stafford,United Kingdom,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-prescott-knight-314
315,"Knight, Joseph",M,1837,1909,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/joseph-knight-315
316,"Ladbrooke, Robert",M,1770,1842,Norwich,United Kingdom,Norwich,United Kingdom,http://www.tate.org.uk/art/artists/robert-ladbrooke-316
317,"Laidlay, William James",M,1846,1912,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-james-laidlay-317
318,"Lambert, George",M,1700,1765,Kent,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/george-lambert-318
319,"Lambert, James",M,1725,1779,Willingdon,United Kingdom,Lewes,United Kingdom,http://www.tate.org.uk/art/artists/james-lambert-319
320,"Lancaster, Rev. Richard Hume",M,1773,1853,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/rev-richard-hume-lancaster-320
321,"Lance, George",M,1802,1864,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/george-lance-321
322,"Landseer, Charles",M,1799,1879,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-landseer-322
323,"Landseer, Sir Edwin Henry",M,1802,1873,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-edwin-henry-landseer-323
324,"Lane, Samuel",M,1780,1859,King's Lynn,United Kingdom,Ipswich,United Kingdom,http://www.tate.org.uk/art/artists/samuel-lane-324
325,"Lane, Theodore",M,1800,1828,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/theodore-lane-325
326,"Lanteri, Edouard",M,1848,1917,Auxerre,France,London,United Kingdom,http://www.tate.org.uk/art/artists/edouard-lanteri-326
327,"Laporte, George Henry",M,1799,1873,Hannover,Deutschland,Paddington,United Kingdom,http://www.tate.org.uk/art/artists/george-henry-laporte-327
328,"Laporte, John",M,1761,1839,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-laporte-328
329,"Laroon, Marcellus, the Younger",M,1679,1772,Chiswick,United Kingdom,Oxford,United Kingdom,http://www.tate.org.uk/art/artists/marcellus-laroon-the-younger-329
330,"Latham, James",M,1696,1747,Munster,Éire,Dublin,Éire,http://www.tate.org.uk/art/artists/james-latham-330
331,"La Thangue, Henry Herbert",M,1859,1929,London,United Kingdom,London,United Kingdom,http://www.tate.org.uk/art/artists/henry-herbert-la-thangue-331
332,"Lavery, Sir John",M,1856,1941,Belfast,United Kingdom,Kilkenny,Éire,http://www.tate.org.uk/art/artists/sir-john-lavery-332
333,"Lawes-Wittewronge, Sir Charles, Bt",M,1843,1911,Unknown,Unknown,Unknown,Unknown,http://www.tate.org.uk/art/artists/sir-charles-lawes-wittewronge-bt-333
